Naam,Alternatieve namen,Plaats,Beginjaar,Eindjaar,Einddatum,Levensbeschouwing
F.V.V.,,Den Haag,Voetbal,1932,1935,Rooms-katholiek
F.V.V. (Feijenoordsche Voetbal Vereeniging),,Rotterdam,Voetbal,1904,1906,Neutraal
F.V.V. (Feijenoordsche Voetbal Vereeniging),,Rotterdam,Voetbal,1913,1915,Neutraal
F.V.V. Vohadi,Volharding,Rotterdam,Voetbal,1922,1924,Neutraal
F.Z.C.,Full Speed,Delft,Voetbal,1923,,Neutraal
Gaanderen,,Gaanderen,Voetbal,1925,1937,Neutraal
Gaandersche Boys,Gaanderen,Gaanderen,Voetbal,1933,1940,Neutraal
G.A.C.,Twenthe,Goor,Voetbal,1919,1922,Rooms-katholiek
G.A.C.,Excelsior,Gorinchem,Voetbal,1916,1918,Neutraal
G.A.C.,,Groningen,Voetbal,1935,1937,Neutraal
G.A.K.O.,G.S.V.,Garderen,Voetbal,1935,1938,Neutraal
Galopia,De Jonge Werkman,Gulpen,Voetbal,1920,1923,Rooms-katholiek
Gameren,G.V.V.,Gameren,Voetbal,1933,1936,Neutraal
Garnwerd,,Garnwerd,Voetbal,1934,1939,Neutraal
G.A.S.,,Amsterdam,Voetbal,1930,1938,Neutraal
Gaselwa (zaterdag),,Delft,Voetbal,1933,1938,Neutraal
Gasselternijveen,Hercules,Gasselternijveen,Voetbal,1923,,Neutraal
Gastel,G.S.V.,Oud-Gastel,Voetbal,1924,1933,Neutraal
Gastel,,Gastel,Voetbal,1915,1915,Rooms-katholiek
Gastels Sportclub,,Oud-Gastel,Voetbal,1933,,Rooms-katholiek
Gastelsche Boys,,Oud-Gastel,Voetbal,1927,1929,Neutraal
Gasthuis,,Bemelen,Voetbal,1921,1923,Rooms-katholiek
G.A.V.C. (Grouwster Athletiek en Voetbal Club),Victoria//G.V.C. (Grouwster Voetbal Club),Grouw,Voetbal,1922,,Neutraal
G.A.Z.O.,,Zeist,Voetbal,1934,1939,Neutraal
G.B.C.,V.O.P.,Groningen,Voetbal,1936,,Neutraal
G.B.M.,U.T.O.,Maarssen,Voetbal,1939,,Neutraal
G.B.R.,,Rotterdam,Voetbal,1932,,Neutraal
G.B.W. (Gemeente Bedrijven Wassenaar) (zaterdag),,Wassenaar,Voetbal,1934,1937,Neutraal
G.C.V. (Geldersche Crediet Vereeniging),,Groningen,Voetbal,1933,,Neutraal
G.D.A. (Gabriel Dell' Addolarata),W.I.K. (Willen Is Kunnen),Loosduinen (Den Haag),Voetbal,1922,,Rooms-katholiek
G.D.C.,,Hilversum,Voetbal,1941,1941,Neutraal
G.D.S. (Groot Door Samenwerking),,Den Haag,Voetbal,1935,1997,Rooms-katholiek
G.E.B.,,Den Haag,Voetbal,1921,1926,Neutraal
G.E.B. (Gem. Electro Boys),,Rotterdam,Voetbal,1921,,Neutraal
Ge-Bo,,Leeuwarden,Voetbal,1937,,Neutraal
G.E.E.,Wilhelmina,Dongen,Voetbal,1918,1921,Rooms-katholiek
Geel Blauw,,Tegelen,Voetbal,1919,1919,Neutraal
Geel Blauw,Victorie,Zaandam,Voetbal,1913,1920,Neutraal
Geel Blauw,,Reutum,Voetbal,1938,1939,Rooms-katholiek
Geel Blauw,S.C.V.D.,Maastricht,Voetbal,1940,,Neutraal
Geel Groen,,Dordrecht,Voetbal,1914,1916,Neutraal
Geel Rood,L.O.N.G.A.,Grevenbicht,Voetbal,1938,,Neutraal
Geel Wit,,Kampen,Voetbal,1931,,Rooms-katholiek
Geel Wit,,Leeuwarden,Voetbal,1930,1935,Rooms-katholiek
Geel Wit,,Assen,Voetbal,1921,,Rooms-katholiek
Geel Wit,,Haarlem,Voetbal,1920,,Rooms-katholiek
Geel Wit,R.K.V.C.,Haarlem,Voetbal,1912,1915,Neutraal
Geel Wit,,Nes-Buren (Ameland),Voetbal,1934,,Neutraal
Geel Wit,,Lisse,Voetbal,1917,1919,Neutraal
Geel Zwart,,Deventer,Voetbal,1906,1908,Neutraal
Geel Zwart,Geel Rood,'t Zand,Voetbal,1930,,Rooms-katholiek
Geel Zwart,,Purmerland,Voetbal,1921,,Neutraal
Geel Zwart,,Haarlem,Voetbal,1919,1923,Rooms-katholiek
Geel Zwart,Victoria,Enschede,Voetbal,1920,1996,Neutraal
Geel Zwart,,Bleijerheide,Voetbal,1922,1922,Rooms-katholiek
Geel Zwart,,Den Haag,Voetbal,1927,,Rooms-katholiek
Geel Zwart,,Workum,Voetbal,1933,1934,Rooms-katholiek
Geel Zwart,,Amsterdam,Voetbal,1909,1912,Neutraal
Geel Zwart,,Den Bosch,Voetbal,1920,,Rooms-katholiek
Geel Zwart,B.F.C.,Den Bosch,Voetbal,,1922,Rooms-katholiek
Geel Zwart,,Haaksbergen,Voetbal,1916,1917,Rooms-katholiek
Geel Zwart,,Dieren,Voetbal,1918,,Neutraal
Geenhoven,,Geenhoven (Valkenswaard),Voetbal,1920,1920,Neutraal
Geenhovia,,Geenhoven (Valkenswaard),Voetbal,1920,1924,Neutraal
Geertruidenberg,Olympia,Geertruidenberg,Voetbal,1923,,Rooms-katholiek
Geertruidenberg,,Geertruidenberg,Voetbal,1921,1927,Neutraal
Geertruidensche voetbalvereeniging Snel,,Geertruidenberg,Voetbal,1893,1901,Neutraal
Geertruider Boys,,Sint Geertruid,Voetbal,1936,1938,Rooms-katholiek
Gees,,Gees,Voetbal,1935,1940,Neutraal
Geesteren,Velocitas,Geesteren Gl,Voetbal,1923,1931,Neutraal
Geffen,G.V.V.,Geffen,Voetbal,1922,1928,Rooms-katholiek
Geitenkamp,O.A.V.V.,Geitenkamp (Arnhem),Voetbal,1924,1926,Neutraal
Geldermalsen,H.B.S.,Geldermalsen,Voetbal,1918,1921,Neutraal
Geldermalsensche Boys,S.N.A.,Geldermalsen,Voetbal,1935,1936,Neutraal
Geldersche Boys,,onbekend,Voetbal,1936,1936,Neutraal
Geldrop,Sparta,Geldrop,Voetbal,1926,1934,Neutraal
Geldrop,,Geldrop,Voetbal,1921,,Neutraal
Geldrop,,Geldrop,Voetbal,1912,1913,Neutraal
Geldrop,,Geldrop,Voetbal,1933,,Rooms-katholiek
Geleen,Quick,Geleen,Voetbal,1928,1997,Rooms-katholiek
Geleen,Victoria//V.V.G.,Geleen,Voetbal,1929,,
Geleen,,Geleen,Voetbal,1914,1915,Neutraal
Gellicum,,Gellicum,Voetbal,1935,1940,Neutraal
Gellicum,,Gellicum,Voetbal,1921,1923,Neutraal
Gelre,,Epe,Voetbal,1906,1909,Neutraal
Gelre,,Dieren,Voetbal,1939,,Protestants-christelijk
Gelre,,Epe,Voetbal,1916,1933,Neutraal
Gelria,,Arnhem,Voetbal,1911,1912,Neutraal
Gelria,S.S.S.,Arnhem,Voetbal,1917,1920,Neutraal
Gelria,,Arnhem,Voetbal,1916,1917,Neutraal
Gelria,Sparta,Arnhem,Voetbal,1903,1907,Neutraal
Gelria,Concordia,Nijmegen,Voetbal,1909,1915,Neutraal
Gelria,,Velp Gl,Voetbal,1916,,Neutraal
Gelria,,Velp Gl,Voetbal,1900,1908,Neutraal
Gelukvogels,,Zwijndrecht,Voetbal,1930,,Protestants-christelijk
Gelukvogels,S.D.O.,Dordrecht,Voetbal,1922,2001,Neutraal
Gemeente Lichtbedrijven,,Breda,Voetbal,1936,,Neutraal
Gemeentelijk Ziekenhuis,,Den Haag,Voetbal,1932,1933,Neutraal
Gemert,,Gemert,Voetbal,1918,1921,Neutraal
Gemert,G.V.V.,Gemert,Voetbal,1917,1941,Rooms-katholiek
Gemert,,Gemert,Voetbal,1913,1915,Neutraal
Gendringen,,Gendringen (Ulft),Voetbal,1928,,Neutraal
Gendringen,,Gendringen,Voetbal,1922,1925,Neutraal
Gendt,G.V.C.,Gendt,Voetbal,1920,1924,Rooms-katholiek
Genie V.V.,G.V.V.,Utrecht,Voetbal,1908,1913,Neutraal
Genisten Voetbalvereeniging T.H.O.R.,,Utrecht,Voetbal,1902,1903,Neutraal
Gennepsche Boys,,Gennep,Voetbal,1930,1932,Rooms-katholiek
Gennepsche Boys,Tubantia,Gennep,Voetbal,1924,1926,Rooms-katholiek
Gentia,G.V.C.,Gendt (Oost Betuwe),Voetbal,1927,1939,Neutraal
Gentia,,Gendt,Voetbal,1930,1936,Rooms-katholiek
G.E.O.,,Garmerwolde,Voetbal,1935,,Neutraal
Germania,,Kerkrade,Voetbal,1920,1920,Rooms-katholiek
Germania,Wilhelmina,Nijmegen,Voetbal,1910,1915,Neutraal
Germania,,Maastricht,Voetbal,1918,,Rooms-katholiek
Germania,Victoria,Groesbeek,Voetbal,1936,,Neutraal
Germania,,Haarlem,Voetbal,1911,1911,Neutraal
Germania,,Wagenberg,Voetbal,1915,1915,Rooms-katholiek
Germania,,Kerkrade,Voetbal,1934,1934,Neutraal
Germania,,Amsterdam,Voetbal,1922,,Neutraal
Germanicus,,Coevorden,Voetbal,1911,,Neutraal
Germanicus,,Coevorden,Voetbal,1911,1916,Neutraal
Germanicus,,Roermond,Voetbal,1908,1910,Neutraal
G.E.R.M.I.N.A.L. (Groei En Roem Moeten Immer Naar Ambitie Leiden),,Rotterdam,Voetbal,1926,,Neutraal
Gersloot,,Gersloot,Voetbal,1934,,Neutraal
Gerwen,,Gerwen,Voetbal,1933,1939,Rooms-katholiek
Gestel,Sparta,Gestel (Eindhoven),Voetbal,1910,1921,Neutraal
Gestel,Sparta,Gestel (Eindhoven),Voetbal,1915,1919,Neutraal
Gestelsche Boys,,Gestel,Voetbal,,1929,Rooms-katholiek
Gestelsche Boys,,Gestel (Eindhoven),Voetbal,1933,2005,Neutraal
Gestelsche Boys,,Sint Michielsgestel,Voetbal,1929,1932,Rooms-katholiek
Geulsche Boys,,Geul (Meerssen),Voetbal,1922,,Rooms-katholiek
Geverik,G.V.V.,Geverik,Voetbal,1930,,Rooms-katholiek
Gezellen Vier,,Amsterdam,Voetbal,1929,1945,Rooms-katholiek
G.F.C.,,Groningen,Voetbal,1921,,Rooms-katholiek
G.F.C. (Goorsche Football Club),,Goor,Voetbal,1907,,Neutraal
G.F.C. (Grubbenvorster Football Club),G.V.V.,Grubbenvorst,Voetbal,1933,,Rooms-katholiek
G.G.B. (Gemeentelijk Gas Bedrijf),G.A.S.,Den Haag,Voetbal,1934,1936,Neutraal
G.G.C. (Goal Getters Combination),,Rotterdam,Voetbal,1910,1918,Neutraal
G.G.G.D. (zaterdag),,Rotterdam,Voetbal,1937,1939,Neutraal
G.G.K. (Gemeentelijke Gasfabriek Keilehaven) (zaterdag),,Rotterdam,Voetbal,1931,1942,Neutraal
G.G.R.,,Rotterdam,Voetbal,1935,,Neutraal
G.H.B. (Geeft Het Beste),,Amsterdam,Voetbal,1935,,Neutraal
G.H.B.S. (zaterdag),H.B.S.,Winschoten,Voetbal,1920,,Neutraal
G.H.C.,,Rotterdam,Voetbal,1914,1917,Neutraal
Gideon,,Groningen,Voetbal,1931,1938,Neutraal
Gieten,Gieter Boys,Gieten,Voetbal,1923,,Neutraal
Gieter Boys,,Gieten,Voetbal,1924,1924,Neutraal
Gieterveen,,Gieterveen,Voetbal,1932,1935,Neutraal
Gieterveen,,Gieterveen,Voetbal,1935,1937,Neutraal
Giethoorn,,Giethoorn-Noord,Voetbal,1930,1944,Neutraal
Gilda,,Rotterdam,Voetbal,1937,,Neutraal
Gilze,,Gilze,Voetbal,1921,,Rooms-katholiek
Gilze,A.V.M.,Gilze,Voetbal,1924,,Neutraal
Gilze Boys,,Gilze,Voetbal,1932,1936,Rooms-katholiek
Ginneken,,Ginneken,Voetbal,1941,1941,Neutraal
Ginneken,Sparta,Ginneken (Breda),Voetbal,1913,1915,Neutraal
Ginneken,G.V.C.,Ginneken,Voetbal,1923,1930,Neutraal
G.I.O.S.,,Amsterdam,Voetbal,1932,1935,Neutraal
Giram (zaterdag),Crossfooters,Amsterdam,Voetbal,1932,1939,Neutraal
Giro,Quick,Arnhem,Voetbal,1923,1933,Neutraal
Giro,,Arnhem,Voetbal,1934,,Neutraal
G.J.S. (Gorcumsche Jonge Spartanen),D.J.S. (De Jonge Spartaan),Gorinchem,Voetbal,1930,,Neutraal
G.K.C.,,Gasselte,Voetbal,1933,,Neutraal
Gl. & W.,,Rotterdam ?,Voetbal,1937,1938,Neutraal
Glanerbrug,,Glanerbrug,Voetbal,1911,1916,Neutraal
Glanerbrug,S.A.C. (Sportclub Arminia Combinatie),Glanerbrug,Voetbal,1922,,Neutraal
Glanerbrug,G.V.V.,Glanerbrug,Voetbal,1917,1921,Rooms-katholiek
Glanerbrug,,Glanerbrug,Voetbal,1921,1923,Neutraal
Glanerbrug (com),,Glanerbrug,Voetbal,1933,1933,Socialistisch
Glanerbrug (voetbalgroep),,Glanerbrug,Voetbal,1930,1935,Socialistisch
Glimmen,,Glimmen,Voetbal,1921,1927,Neutraal
Glimmen,,Glimmen,Voetbal,1938,,Neutraal
Glimmen,,Glimmen,Voetbal,1932,1934,Neutraal
Gloria,Victoria,Dordrecht,Voetbal,1923,1933,Neutraal
G.L.Z. (Geestdrift Leert Zegevieren),,Rotterdam,Voetbal,1930,2006,Neutraal
Gl&#252;ck Auf,The Black Boys,Rotterdam,Voetbal,1938,1940,Neutraal
Gl&#252;ck Auf,De Ster,Obbicht,Voetbal,1918,1924,Rooms-katholiek
G.M.H.,,Hilversum,Voetbal,1933,1941,Neutraal
G.M.S.,,Utrecht,Voetbal,1922,1933,Neutraal
G.M.S.,,Merkelbeek,Voetbal,1927,1928,Rooms-katholiek
G.M.U.,,Utrecht,Voetbal,1931,1938,Neutraal
G.M.V.,,Sint-Michielsgestel,Voetbal,1922,,Rooms-katholiek
G.M.V.,Huizen,Huizen,Voetbal,1925,1933,Neutraal
G.M.V.,,Ossendrecht,Voetbal,1932,1935,Rooms-katholiek
G.M.V.,,Ginneken,Voetbal,1917,1918,Rooms-katholiek
G.M.V.,,Ossendrecht,Voetbal,1935,1936,Neutraal
G.N.,,Nijmegen,Voetbal,1922,1924,Neutraal
Go Ahead,Be Quick,Deventer,Voetbal,1902,,Neutraal
Go Ahead,,Kampen,Voetbal,1925,,Protestants-christelijk
Go On,,Frederiksoord,Voetbal,1896,1897,Neutraal
G.O.A.,V.I.O.S.,Amsterdam,Voetbal,1917,1918,Neutraal
G.O.C.,,Clinge,Voetbal,1918,1924,Rooms-katholiek
G.O.C. (Giro OntspanningsClub),,Den Haag,Voetbal,1940,1941,Neutraal
Godlinze,,Godlinze,Voetbal,1936,1939,Neutraal
Goes,G.V.V.,Goes,Voetbal,1918,1919,Neutraal
Goes,Hollandia,Goes,Voetbal,1911,1916,Neutraal
G.O.E.S. (Gezamenlijk Opwaarts Eendrachtig Sterk),Zeelandia//G.V.V. (Goesche Voetbal Vereeniging),Goes,Voetbal,1895,,Neutraal
Goesche Boys,Concordia,Goes,Voetbal,1924,1941,Neutraal
Goirle,,Goirle,Voetbal,1921,1924,Neutraal
Goirle,G.V.V.,Goirle,Voetbal,1913,1915,Neutraal
Gold Star,,Amsterdam,Voetbal,1929,1995,Neutraal
G.O.L.T.O. (Goede Oefeningen Leiden Tot Overwinning),Concordia,Hengelo,Voetbal,1918,1955,Rooms-katholiek
G.O.M.O.S.,,Tinaarlo (Vries),Voetbal,1932,1937,Neutraal
G.O.M.O.S. (Goede Oefening Maakt Ons Sterk ?),,Norg,Voetbal,1928,1931,Neutraal
Good Luck,D.E.V.O.,Raamsdonkveer,Voetbal,1934,1938,Neutraal
Good Luck,Vitesse,Geertruidenberg,Voetbal,1921,,Rooms-katholiek
Good Luck,,Geertruidenberg,Voetbal,1936,1941,Neutraal
Good Luck,,Geertruidenberg,Voetbal,1931,1933,Neutraal
Good Luck,G.V.C.V.,Geertruidenberg,Voetbal,1921,1933,Neutraal
Good Shot,,Amsterdam,Voetbal,1917,1918,Neutraal
Good Shot,,Amsterdam,Voetbal,1912,1914,Neutraal
Good Year,,Den Haag,Voetbal,1929,1938,Neutraal
Gooiland,D.V.V.,Hilversum,Voetbal,1913,1914,Neutraal
Gooiland (zaterdag),Wilhelmina,Bussum,Voetbal,1924,1924,Neutraal
Gooische Boys,,Hilversum,Voetbal,1921,1924,Neutraal
Gooische Boys,V.E.N.E.T.A.,Hilversum,Voetbal,1930,,Neutraal
Gooivogels,G.S.C.,Hilversum,Voetbal,1934,1941,Neutraal
Go-On,,Voorschoten,Voetbal,1924,,Protestants-christelijk
Goor,,Goor,Voetbal,1911,1913,Neutraal
Goor,,Goor,Voetbal,1913,1933,Neutraal
Gorcum,,Gorinchem,Voetbal,1903,,Neutraal
Gorecht Boys,,Gorecht,Voetbal,1932,1933,Neutraal
Gorinchemsche Cricket- en Football-Club,,Gorinchem,Voetbal,1891,,Neutraal
Gorinchemsche voetbalvereeniging Gorcum,,Gorinchem,Voetbal,1894,1903,Neutraal
Gorkum,,Gorinchem,Voetbal,1912,1926,Neutraal
Gorkumsche Boys,,Gorinchem,Voetbal,1938,1939,Neutraal
Gorredijk,G.V.C.,Gorredijk,Voetbal,1920,,Neutraal
Gorredijk,,Gorredijk,Voetbal,1913,,Neutraal
Gorssel,,Gorssel,Voetbal,1922,1925,Neutraal
Gorssel,,Gorssel,Voetbal,1933,,Neutraal
Gouda,Excelsior,Gouda,Voetbal,1906,,Neutraal
Gouderak,Union,Gouderak,Voetbal,1927,,Neutraal
Gouderak,,Gouderak,Voetbal,1920,1925,Neutraal
Goudsche Football-Club,,Gouda,Voetbal,1895,,Neutraal
Goudswaardsche Boys,,Goudswaard,Voetbal,1932,,Neutraal
Goudswaardsche Boys,Be Quick,Goudswaard,Voetbal,1932,1937,Neutraal
Gouwsluis,,Gouwsluis (Alphen aan den Rijn),Voetbal,1921,1924,Neutraal
G.O.V.C.,,Groningen,Voetbal,1922,1925,Neutraal
G.O.V.V. (GeheelOnthouders Voetbal Vereeniging),,Borne,Voetbal,1923,1923,Neutraal
G.P.S.,,Schoten,Voetbal,1922,1933,Neutraal
G.P.T.C.,,Groningen,Voetbal,1932,1937,Neutraal
G.P.V. (zaterdag),,Voorburg,Voetbal,1935,1940,Neutraal
G.P.V.C.,Wilhelmina,Gestel (Eindhoven),Voetbal,1926,,Rooms-katholiek
Graaf Floris V,V.I.O.S.,Den Haag,Voetbal,1917,1940,Rooms-katholiek
Graaf Wicham,,Bussum,Voetbal,1922,1941,Rooms-katholiek
Graaf Willem II,,Den Haag,Voetbal,1912,,Rooms-katholiek
Graauw,,Graauw,Voetbal,1929,1930,Neutraal
Grafia,G.V.V. (Grafische Voetbal Vereeniging),Loosduinen (Den Haag),Voetbal,1936,1939,Neutraal
Graficus,G.V.V.,Amsterdam,Voetbal,1920,1921,Neutraal
Graficus (zaterdag),,Haarlem,Voetbal,1922,1926,Neutraal
Graftdijk,G.V.V.,Graftdijk,Voetbal,1933,,Neutraal
Gramsbergen,De Zwaluw,Gramsbergen,Voetbal,1929,1939,Neutraal
Grande Vitesse,,Venlo,Voetbal,1940,1941,Neutraal
Grande Vitesse,,Venlo,Voetbal,1920,1922,Rooms-katholiek
Grashippers,,Garsthuizen,Voetbal,1936,1943,Neutraal
Grashoek,,Grashoek (Helden),Voetbal,1934,,Rooms-katholiek
Grashoppers,,Den Haag,Voetbal,1933,1935,Neutraal
Grashoppers,Stormvogels,Hoogwoud Opmeer,Voetbal,1930,,Rooms-katholiek
Grave,,Grave,Voetbal,1912,1919,Neutraal
Graymonk,,Schiermonnikoog,Voetbal,1923,1923,Neutraal
G.R.C. (G.V.V. Royal Combinatie),,Groningen,Voetbal,1933,,Neutraal
Grenadiers en Jagers,V.V.G.J.,Den Haag,Voetbal,1904,1911,Neutraal
Grensstrijders,G.O.C. (Grensstrijder Olympia Combinatie),Kapellebrug-Sint Jansteen,Voetbal,1927,,Neutraal
Grensstrijders,,Kapellebrug,Voetbal,1920,1933,Neutraal
Grensstrijders,,Kapellebrug,Voetbal,1920,,Rooms-katholiek
Grenswachters,Sparta,Putte,Voetbal,1921,,Rooms-katholiek
Griendsveen,G.S.V.,Amsterdamsche Veld,Voetbal,1932,1936,Neutraal
Griendtsveen,,Griendtsveen (Horst),Voetbal,1933,,Rooms-katholiek
Grijsoord,Xerxes//Grijsoort,Oude Tonge,Voetbal,1926,1941,Neutraal
G.R.L. (Gemeente Reiniging Leeuwarden),,Leeuwarden,Voetbal,1937,,Neutraal
Groede,Blauw Wit,Groede,Voetbal,1926,,Neutraal
Groede,Blauw Wit,Groede,Voetbal,1922,1933,Neutraal
Groen Geel,,Groningen,Voetbal,1922,,Neutraal
Groen Rood,,Zeist,Voetbal,1907,1915,Neutraal
Groen Wit,,Nijmegen,Voetbal,1919,1927,Neutraal
Groen Wit,,Princenhage,Voetbal,1932,,Rooms-katholiek
Groen Wit,,Groningen,Voetbal,1933,1945,Neutraal
Groen Wit,R.V.V.,Rotterdam,Voetbal,1901,1916,Neutraal
Groen Wit,,Maastricht,Voetbal,1917,1920,Rooms-katholiek
Groen Wit,,Ginneken,Voetbal,1915,1916,Rooms-katholiek
Groen Wit,,Weert,Voetbal,1940,,Neutraal
Groen Wit,,Monnickendam,Voetbal,1921,,Neutraal
Groen Wit,,Rotterdam,Voetbal,1929,,Protestants-christelijk
Groen Wit,,Rotterdam,Voetbal,1929,1999,Protestants-christelijk
Groen Wit Boys,Groen Wit,Nijmegen,Voetbal,1935,1945,Neutraal
Groen Wit Groen,Groen Wit,Rotterdam,Voetbal,1932,1936,Neutraal
Groen Zwart,Brabantia,Waspik,Voetbal,1918,1919,Neutraal
Groen Zwart,Phoenix,Musselkanaal,Voetbal,1913,1915,Neutraal
Groen Zwart,,Donkerbroek,Voetbal,1931,1931,Neutraal
Groen Zwart,,Hilversum,Voetbal,1937,,Neutraal
Groen Zwart,,De Poffert,Voetbal,1935,1937,Neutraal
Groene Ster,,Heerlerheide (Heerlen),Voetbal,1926,,Neutraal
Groene Weezen,,Groningen,Voetbal,1927,1932,Protestants-christelijk
Groenekan,Zwaluwen,Groenekan,Voetbal,1922,1932,Neutraal
Groeneweg,G.V.V.,Zevenhuizen,Voetbal,1929,,Neutraal
Groenewoud,Robinson,Nijmegen,Voetbal,1933,1936,Neutraal
Groenio,,Dongen,Voetbal,1933,1936,Rooms-katholiek
Groenlo,,Groenlo,Voetbal,1918,1926,Neutraal
Groenoord,R.A.P.,Vlaardingen,Voetbal,1921,1922,Neutraal
Groenpol,,Amsterdam,Voetbal,1916,1921,Neutraal
Groenstraat,,Waubach,Voetbal,1937,,Rooms-katholiek
Groenstraat,,Waubach,Voetbal,1934,1935,Neutraal
Groesbeek,Achilles,Groesbeek,Voetbal,1919,,Neutraal
Groesbeek,,Groesbeek,Voetbal,1937,,Rooms-katholiek
Groesbeeksche Boys,,Groesbeek,Voetbal,1930,,Rooms-katholiek
Grol,,Groenlo,Voetbal,1924,,Neutraal
Grol,R.K. T.O.P. (Tot Ons Plezier),Groenlo,Voetbal,1918,,Rooms-katholiek
Grol,T.O.S.,Groenlo,Voetbal,1921,1922,Rooms-katholiek
Grometa,,Rotterdam,Voetbal,1937,,Neutraal
Grona,Grol,Groningen,Voetbal,1928,1930,Neutraal
Groningen,Quickness//Noorderlicht,Groningen,Voetbal,1924,1925,Neutraal
Groningen,S.D.S.,Groningen,Voetbal,1917,1918,Neutraal
Groningen,,Groningen,Voetbal,1919,1922,Neutraal
Groningen,Vitesse,Groningen,Voetbal,1914,1915,Neutraal
Groningen,,Groningen,Voetbal,1912,,Neutraal
Groningen (voetbalgroep),,Groningen,Voetbal,1930,,Socialistisch
Groninger Boys,Jupiter,Groningen,Voetbal,1922,,Neutraal
Groninger Musici,,Groningen,Voetbal,1928,1930,Neutraal
Gronitas,Groningen,Groningen,Voetbal,1929,,Neutraal
Gronsveldsche Boys,,Gronsveld (Eijsden),Voetbal,1930,1932,Rooms-katholiek
Gronsveldsche Boys,,Gronsveld (Eijsden),Voetbal,1935,,Rooms-katholiek
Groot Patronaat,,Heerlen,Voetbal,1924,,Rooms-katholiek
Groot-Ammers,Geel Zwart,Groot-Ammers,Voetbal,1932,,Neutraal
Groote Lindt,Excelsior,Zwijndrecht,Voetbal,1929,,Protestants-christelijk
Groot-Schermer,,Groot-Schermer,Voetbal,1933,,Neutraal
Groot-Schermer,G.S.V.,Groot-Schermer,Voetbal,1926,1928,Neutraal
Grotius,D.G.S.V.,Amsterdam,Voetbal,1930,1932,Neutraal
Gruno,S.N.W.,Kostverloren,Voetbal,1914,1916,Neutraal
Gruno,G.O.V.V.,Groningen,Voetbal,1917,1918,Neutraal
Gruno,,Groningen,Voetbal,1920,,Neutraal
Grusto,,Rotterdam,Voetbal,1938,,Neutraal
G.R.V.C.,,Groningen,Voetbal,1939,1942,Neutraal
G.R.V.C.,R.V.C.,Groningen,Voetbal,1936,1939,Neutraal
G.S.,,Kapellebrug,Voetbal,1917,1918,Rooms-katholiek
G.S.C.,,Hilversum,Voetbal,1921,1923,Neutraal
G.S.C. (Giro Sport Club),G.S.V. (Giro Sport Vereeniging),Den Haag,Voetbal,1928,1938,Neutraal
G.S.C. (Groesbeeksche SportClub),Z.W.G.,Groesbeek,Voetbal,1931,1935,Neutraal
G.S.C. (zaterdag),G.F.C.,Haarlem,Voetbal,1925,1927,Neutraal
G.S.I. (Gruppo Sportivo Italiano),,Heerlen,Voetbal,1934,1936,Rooms-katholiek
G.S.V.,,Geldrop,Voetbal,1917,,Rooms-katholiek
G.S.V.,Grootgenhout,Grootgenhout-Beek,Voetbal,1930,1933,Rooms-katholiek
G.S.V.,,Groenstraat,Voetbal,1934,,Rooms-katholiek
G.S.V.,,Amsterdam,Voetbal,1935,1935,Socialistisch
G.S.V.,,Goor,Voetbal,1911,1913,Neutraal
G.S.V.,,Glane,Voetbal,1940,,Neutraal
G.S.V. (Gemeentelijke Sport Vereeniging),,Rotterdam,Voetbal,1920,,Neutraal
G.S.V. (Genhoutsche Sport Vereeniging),G.S.V. 1934,Genhout (Beek),Voetbal,1928,,Rooms-katholiek
G.S.V. (Goudsche Sport Vereeniging),Zwaluwen//Groen Wit,Gouda,Voetbal,1913,,Neutraal
G.S.V. (Gronsveldsche Sport Vereeniging),,Gronsveld (Eijsden),Voetbal,1918,1930,Rooms-katholiek
G.S.V.V.,,Groningen,Voetbal,1913,1923,Neutraal
G.S.V.V.,Forward,Groningen,Voetbal,1937,1941,Neutraal
G.T.A.,S.V.G.T.,Amsterdam,Voetbal,1923,1933,Neutraal
G.T.B. (zaterdag),G.T.B.//D.O.K.,Schiedam,Voetbal,1930,,Neutraal
G.T.H.,,Rotterdam,Voetbal,1932,,Neutraal
Gudok,,Sint-Oedenrode,Voetbal,1929,1929,Rooms-katholiek
G.U.D.O.K. (Goed Uit De Oogen Kijken),,Tilburg,Voetbal,1912,,Neutraal
Gulpen,,Gulpen,Voetbal,1917,1918,Rooms-katholiek
Gulpen,,Gulpen,Voetbal,1921,1922,Neutraal
Gulpen,G.V.V.,Gulpen,Voetbal,1933,1940,Rooms-katholiek
Gulpen,Excelsior,Gulpen,Voetbal,1926,1932,Rooms-katholiek
Gusto,Union,Schiedam,Voetbal,1922,1928,Neutraal
Gusto (zaterdag),,Schiedam,Voetbal,1938,1941,Neutraal
Guttecoven,Vitesse,Guttecoven,Voetbal,1931,,Rooms-katholiek
Guyot,,Amsterdam,Voetbal,1912,1917,Neutraal
G.V. en A.V. De Raven,G.V.V.,Utrecht,Voetbal,1931,1940,Neutraal
G.V.A.,,Amsterdam,Voetbal,1919,1923,Rooms-katholiek
G.V.A.,,Doornenburg,Voetbal,1933,1933,Rooms-katholiek
G.V.A.V.,Unitas,Groningen,Voetbal,1915,1927,Neutraal
G.V.A.V. (Groninger Voetbal Athletiek Vereeniging Rapiditas),,Groningen,Voetbal,1921,,Neutraal
G.V.C.,,Oudenbosch,Voetbal,1915,1916,Rooms-katholiek
